Anio,Mes,Banco,Escenario,PIB_growth,PIBpc_growth,Inflacion,Desempleo,VIX,Oro,Plata,Gas,OIS
2027,7,FED,Optimista,3.2,2.9,1.9,3.6,12.0,3100.0,37.0,3.0,2.9
2027,8,FED,Optimista,3.2,2.9,1.9,3.6,12.0,3100.0,37.0,3.0,2.9
2027,9,FED,Optimista,3.2,2.9,1.9,3.6,12.0,3100.0,37.0,3.0,2.9
2027,10,FED,Optimista,3.2,2.9,1.9,3.6,12.0,3100.0,37.0,3.0,2.9
2027,11,FED,Optimista,3.2,2.9,1.9,3.6,12.0,3100.0,37.0,3.0,2.9
2027,12,FED,Optimista,3.2,2.9,1.9,3.6,12.0,3100.0,37.0,3.0,2.9
2028,1,FED,Optimista,3.3,3.0,1.8,3.5,11.5,3200.0,38.0,2.9,2.8
2028,2,FED,Optimista,3.3,3.0,1.8,3.5,11.5,3200.0,38.0,2.9,2.8
2028,3,FED,Optimista,3.3,3.0,1.8,3.5,11.5,3200.0,38.0,2.9,2.8
2028,4,FED,Optimista,3.3,3.0,1.8,3.5,11.5,3200.0,38.0,2.9,2.8
2028,5,FED,Optimista,3.3,3.0,1.8,3.5,11.5,3200.0,38.0,2.9,2.8
2028,6,FED,Optimista,3.3,3.0,1.8,3.5,11.5,3200.0,38.0,2.9,2.8
2028,7,FED,Optimista,3.3,3.0,1.8,3.5,11.5,3200.0,38.0,2.9,2.8
2028,8,FED,Optimista,3.3,3.0,1.8,3.5,11.5,3200.0,38.0,2.9,2.8
2028,9,FED,Optimista,3.3,3.0,1.8,3.5,11.5,3200.0,38.0,2.9,2.8
2028,10,FED,Optimista,3.3,3.0,1.8,3.5,11.5,3200.0,38.0,2.9,2.8
2028,11,FED,Optimista,3.3,3.0,1.8,3.5,11.5,3200.0,38.0,2.9,2.8
2028,12,FED,Optimista,3.3,3.0,1.8,3.5,11.5,3200.0,38.0,2.9,2.8
2029,1,FED,Optimista,3.3,3.0,1.8,3.4,11.0,3300.0,39.0,2.8,2.7
2029,2,FED,Optimista,3.3,3.0,1.8,3.4,11.0,3300.0,39.0,2.8,2.7
2029,3,FED,Optimista,3.3,3.0,1.8,3.4,11.0,3300.0,39.0,2.8,2.7
2029,4,FED,Optimista,3.3,3.0,1.8,3.4,11.0,3300.0,39.0,2.8,2.7
2029,5,FED,Optimista,3.3,3.0,1.8,3.4,11.0,3300.0,39.0,2.8,2.7
2029,6,FED,Optimista,3.3,3.0,1.8,3.4,11.0,3300.0,39.0,2.8,2.7
2029,7,FED,Optimista,3.3,3.0,1.8,3.4,11.0,3300.0,39.0,2.8,2.7
2029,8,FED,Optimista,3.3,3.0,1.8,3.4,11.0,3300.0,39.0,2.8,2.7
2029,9,FED,Optimista,3.3,3.0,1.8,3.4,11.0,3300.0,39.0,2.8,2.7
2029,10,FED,Optimista,3.3,3.0,1.8,3.4,11.0,3300.0,39.0,2.8,2.7
2029,11,FED,Optimista,3.3,3.0,1.8,3.4,11.0,3300.0,39.0,2.8,2.7
2029,12,FED,Optimista,3.3,3.0,1.8,3.4,11.0,3300.0,39.0,2.8,2.7
2030,1,FED,Optimista,3.4,3.1,1.7,3.3,11.0,3400.0,40.0,2.8,2.6
2030,2,FED,Optimista,3.4,3.1,1.7,3.3,11.0,3400.0,40.0,2.8,2.6
2030,3,FED,Optimista,3.4,3.1,1.7,3.3,11.0,3400.0,40.0,2.8,2.6
2030,4,FED,Optimista,3.4,3.1,1.7,3.3,11.0,3400.0,40.0,2.8,2.6
2030,5,FED,Optimista,3.4,3.1,1.7,3.3,11.0,3400.0,40.0,2.8,2.6
2030,6,FED,Optimista,3.4,3.1,1.7,3.3,11.0,3400.0,40.0,2.8,2.6
2030,7,FED,Optimista,3.4,3.1,1.7,3.3,11.0,3400.0,40.0,2.8,2.6
2030,8,FED,Optimista,3.4,3.1,1.7,3.3,11.0,3400.0,40.0,2.8,2.6
2030,9,FED,Optimista,3.4,3.1,1.7,3.3,11.0,3400.0,40.0,2.8,2.6
2030,10,FED,Optimista,3.4,3.1,1.7,3.3,11.0,3400.0,40.0,2.8,2.6
2030,11,FED,Optimista,3.4,3.1,1.7,3.3,11.0,3400.0,40.0,2.8,2.6
2030,12,FED,Optimista,3.4,3.1,1.7,3.3,11.0,3400.0,40.0,2.8,2.6
