Anio,Mes,Banco,Escenario,PIB_growth,PIBpc_growth,Inflacion,Desempleo,VIX,Oro,Plata,Gas,OIS
2029,6,BCE,Optimista,3.0,2.7,1.6,5.1,11.0,3300.0,39.0,18.0,1.35
2029,7,BCE,Optimista,3.0,2.7,1.6,5.1,11.0,3300.0,39.0,18.0,1.35
2029,8,BCE,Optimista,3.0,2.7,1.6,5.1,11.0,3300.0,39.0,18.0,1.35
2029,9,BCE,Optimista,3.0,2.7,1.6,5.1,11.0,3300.0,39.0,18.0,1.35
2029,10,BCE,Optimista,3.0,2.7,1.6,5.1,11.0,3300.0,39.0,18.0,1.35
2029,11,BCE,Optimista,3.0,2.7,1.6,5.1,11.0,3300.0,39.0,18.0,1.35
2029,12,BCE,Optimista,3.0,2.7,1.6,5.1,11.0,3300.0,39.0,18.0,1.35
2030,1,BCE,Optimista,3.0,2.7,1.5,5.0,11.0,3400.0,40.0,18.0,1.3
2030,2,BCE,Optimista,3.0,2.7,1.5,5.0,11.0,3400.0,40.0,18.0,1.3
2030,3,BCE,Optimista,3.0,2.7,1.5,5.0,11.0,3400.0,40.0,18.0,1.3
2030,4,BCE,Optimista,3.0,2.7,1.5,5.0,11.0,3400.0,40.0,18.0,1.3
2030,5,BCE,Optimista,3.0,2.7,1.5,5.0,11.0,3400.0,40.0,18.0,1.3
2030,6,BCE,Optimista,3.0,2.7,1.5,5.0,11.0,3400.0,40.0,18.0,1.3
2030,7,BCE,Optimista,3.0,2.7,1.5,5.0,11.0,3400.0,40.0,18.0,1.3
2030,8,BCE,Optimista,3.0,2.7,1.5,5.0,11.0,3400.0,40.0,18.0,1.3
2030,9,BCE,Optimista,3.0,2.7,1.5,5.0,11.0,3400.0,40.0,18.0,1.3
2030,10,BCE,Optimista,3.0,2.7,1.5,5.0,11.0,3400.0,40.0,18.0,1.3
2030,11,BCE,Optimista,3.0,2.7,1.5,5.0,11.0,3400.0,40.0,18.0,1.3
2030,12,BCE,Optimista,3.0,2.7,1.5,5.0,11.0,3400.0,40.0,18.0,1.3
