Anio,Mes,Banco,Escenario,PIB_growth,PIBpc_growth,Inflacion,Desempleo,VIX,Oro,Plata,Gas,OIS
2029,3,FED,Pesimista,1.2,0.9,3.0,5.5,23.0,2650.0,28.0,4.5,4.1
2029,4,FED,Pesimista,1.2,0.9,3.0,5.5,23.0,2650.0,28.0,4.5,4.1
2029,5,FED,Pesimista,1.2,0.9,3.0,5.5,23.0,2650.0,28.0,4.5,4.1
2029,6,FED,Pesimista,1.2,0.9,3.0,5.5,23.0,2650.0,28.0,4.5,4.1
2029,7,FED,Pesimista,1.2,0.9,3.0,5.5,23.0,2650.0,28.0,4.5,4.1
2029,8,FED,Pesimista,1.2,0.9,3.0,5.5,23.0,2650.0,28.0,4.5,4.1
2029,9,FED,Pesimista,1.2,0.9,3.0,5.5,23.0,2650.0,28.0,4.5,4.1
2029,10,FED,Pesimista,1.2,0.9,3.0,5.5,23.0,2650.0,28.0,4.5,4.1
2029,11,FED,Pesimista,1.2,0.9,3.0,5.5,23.0,2650.0,28.0,4.5,4.1
2029,12,FED,Pesimista,1.2,0.9,3.0,5.5,23.0,2650.0,28.0,4.5,4.1
2030,1,FED,Pesimista,1.5,1.2,2.6,5.2,21.0,2750.0,29.0,4.2,3.8
2030,2,FED,Pesimista,1.5,1.2,2.6,5.2,21.0,2750.0,29.0,4.2,3.8
2030,3,FED,Pesimista,1.5,1.2,2.6,5.2,21.0,2750.0,29.0,4.2,3.8
2030,4,FED,Pesimista,1.5,1.2,2.6,5.2,21.0,2750.0,29.0,4.2,3.8
2030,5,FED,Pesimista,1.5,1.2,2.6,5.2,21.0,2750.0,29.0,4.2,3.8
2030,6,FED,Pesimista,1.5,1.2,2.6,5.2,21.0,2750.0,29.0,4.2,3.8
2030,7,FED,Pesimista,1.5,1.2,2.6,5.2,21.0,2750.0,29.0,4.2,3.8
2030,8,FED,Pesimista,1.5,1.2,2.6,5.2,21.0,2750.0,29.0,4.2,3.8
2030,9,FED,Pesimista,1.5,1.2,2.6,5.2,21.0,2750.0,29.0,4.2,3.8
2030,10,FED,Pesimista,1.5,1.2,2.6,5.2,21.0,2750.0,29.0,4.2,3.8
2030,11,FED,Pesimista,1.5,1.2,2.6,5.2,21.0,2750.0,29.0,4.2,3.8
2030,12,FED,Pesimista,1.5,1.2,2.6,5.2,21.0,2750.0,29.0,4.2,3.8
