Anio,Mes,Banco,Escenario,PIB_growth,PIBpc_growth,Inflacion,Desempleo,VIX,Oro,Plata,Gas,OIS
2029,1,FED,Base,2.3,2.0,2.0,3.9,15.0,3100.0,35.0,3.2,3.1
2029,2,FED,Base,2.3,2.0,2.0,3.9,15.0,3100.0,35.0,3.2,3.1
2029,3,FED,Base,2.3,2.0,2.0,3.9,15.0,3100.0,35.0,3.2,3.1
2029,4,FED,Base,2.3,2.0,2.0,3.9,15.0,3100.0,35.0,3.2,3.1
2029,5,FED,Base,2.3,2.0,2.0,3.9,15.0,3100.0,35.0,3.2,3.1
2029,6,FED,Base,2.3,2.0,2.0,3.9,15.0,3100.0,35.0,3.2,3.1
2029,7,FED,Base,2.3,2.0,2.0,3.9,15.0,3100.0,35.0,3.2,3.1
2029,8,FED,Base,2.3,2.0,2.0,3.9,15.0,3100.0,35.0,3.2,3.1
2029,9,FED,Base,2.3,2.0,2.0,3.9,15.0,3100.0,35.0,3.2,3.1
2029,10,FED,Base,2.3,2.0,2.0,3.9,15.0,3100.0,35.0,3.2,3.1
2029,11,FED,Base,2.3,2.0,2.0,3.9,15.0,3100.0,35.0,3.2,3.1
2029,12,FED,Base,2.3,2.0,2.0,3.9,15.0,3100.0,35.0,3.2,3.1
2030,1,FED,Base,2.3,2.0,2.0,3.9,15.0,3150.0,36.0,3.2,3.0
2030,2,FED,Base,2.3,2.0,2.0,3.9,15.0,3150.0,36.0,3.2,3.0
2030,3,FED,Base,2.3,2.0,2.0,3.9,15.0,3150.0,36.0,3.2,3.0
2030,4,FED,Base,2.3,2.0,2.0,3.9,15.0,3150.0,36.0,3.2,3.0
2030,5,FED,Base,2.3,2.0,2.0,3.9,15.0,3150.0,36.0,3.2,3.0
2030,6,FED,Base,2.3,2.0,2.0,3.9,15.0,3150.0,36.0,3.2,3.0
2030,7,FED,Base,2.3,2.0,2.0,3.9,15.0,3150.0,36.0,3.2,3.0
2030,8,FED,Base,2.3,2.0,2.0,3.9,15.0,3150.0,36.0,3.2,3.0
2030,9,FED,Base,2.3,2.0,2.0,3.9,15.0,3150.0,36.0,3.2,3.0
2030,10,FED,Base,2.3,2.0,2.0,3.9,15.0,3150.0,36.0,3.2,3.0
2030,11,FED,Base,2.3,2.0,2.0,3.9,15.0,3150.0,36.0,3.2,3.0
2030,12,FED,Base,2.3,2.0,2.0,3.9,15.0,3150.0,36.0,3.2,3.0
