Anio,Mes,Banco,Escenario,PIB_growth,PIBpc_growth,Inflacion,Desempleo,VIX,Oro,Plata,Gas,OIS
2028,6,BCE,Base,1.7,1.5,2.0,5.9,15.0,3050.0,34.0,25.0,1.7
2028,7,BCE,Base,1.7,1.5,2.0,5.9,15.0,3050.0,34.0,25.0,1.7
2028,8,BCE,Base,1.7,1.5,2.0,5.9,15.0,3050.0,34.0,25.0,1.7
2028,9,BCE,Base,1.7,1.5,2.0,5.9,15.0,3050.0,34.0,25.0,1.7
2028,10,BCE,Base,1.7,1.5,2.0,5.9,15.0,3050.0,34.0,25.0,1.7
2028,11,BCE,Base,1.7,1.5,2.0,5.9,15.0,3050.0,34.0,25.0,1.7
2028,12,BCE,Base,1.7,1.5,2.0,5.9,15.0,3050.0,34.0,25.0,1.7
2029,1,BCE,Base,1.8,1.6,2.0,5.8,15.0,3100.0,35.0,24.0,1.7
2029,2,BCE,Base,1.8,1.6,2.0,5.8,15.0,3100.0,35.0,24.0,1.7
2029,3,BCE,Base,1.8,1.6,2.0,5.8,15.0,3100.0,35.0,24.0,1.7
2029,4,BCE,Base,1.8,1.6,2.0,5.8,15.0,3100.0,35.0,24.0,1.7
2029,5,BCE,Base,1.8,1.6,2.0,5.8,15.0,3100.0,35.0,24.0,1.7
2029,6,BCE,Base,1.8,1.6,2.0,5.8,15.0,3100.0,35.0,24.0,1.7
2029,7,BCE,Base,1.8,1.6,2.0,5.8,15.0,3100.0,35.0,24.0,1.7
2029,8,BCE,Base,1.8,1.6,2.0,5.8,15.0,3100.0,35.0,24.0,1.7
2029,9,BCE,Base,1.8,1.6,2.0,5.8,15.0,3100.0,35.0,24.0,1.7
2029,10,BCE,Base,1.8,1.6,2.0,5.8,15.0,3100.0,35.0,24.0,1.7
2029,11,BCE,Base,1.8,1.6,2.0,5.8,15.0,3100.0,35.0,24.0,1.7
2029,12,BCE,Base,1.8,1.6,2.0,5.8,15.0,3100.0,35.0,24.0,1.7
2030,1,BCE,Base,1.8,1.6,2.0,5.7,15.0,3150.0,36.0,24.0,1.7
2030,2,BCE,Base,1.8,1.6,2.0,5.7,15.0,3150.0,36.0,24.0,1.7
2030,3,BCE,Base,1.8,1.6,2.0,5.7,15.0,3150.0,36.0,24.0,1.7
2030,4,BCE,Base,1.8,1.6,2.0,5.7,15.0,3150.0,36.0,24.0,1.7
2030,5,BCE,Base,1.8,1.6,2.0,5.7,15.0,3150.0,36.0,24.0,1.7
2030,6,BCE,Base,1.8,1.6,2.0,5.7,15.0,3150.0,36.0,24.0,1.7
2030,7,BCE,Base,1.8,1.6,2.0,5.7,15.0,3150.0,36.0,24.0,1.7
2030,8,BCE,Base,1.8,1.6,2.0,5.7,15.0,3150.0,36.0,24.0,1.7
2030,9,BCE,Base,1.8,1.6,2.0,5.7,15.0,3150.0,36.0,24.0,1.7
2030,10,BCE,Base,1.8,1.6,2.0,5.7,15.0,3150.0,36.0,24.0,1.7
2030,11,BCE,Base,1.8,1.6,2.0,5.7,15.0,3150.0,36.0,24.0,1.7
2030,12,BCE,Base,1.8,1.6,2.0,5.7,15.0,3150.0,36.0,24.0,1.7
