Anio,Mes,Banco,Escenario,PIB_growth,PIBpc_growth,Inflacion,Desempleo,VIX,Oro,Plata,Gas,OIS
2028,1,BCE,Pesimista,0.5,0.2,3.4,8.0,26.0,2550.0,27.0,50.0,3.0
2028,2,BCE,Pesimista,0.5,0.2,3.4,8.0,26.0,2550.0,27.0,50.0,3.0
2028,3,BCE,Pesimista,0.5,0.2,3.4,8.0,26.0,2550.0,27.0,50.0,3.0
2028,4,BCE,Pesimista,0.5,0.2,3.4,8.0,26.0,2550.0,27.0,50.0,3.0
2028,5,BCE,Pesimista,0.5,0.2,3.4,8.0,26.0,2550.0,27.0,50.0,3.0
2028,6,BCE,Pesimista,0.5,0.2,3.4,8.0,26.0,2550.0,27.0,50.0,3.0
2028,7,BCE,Pesimista,0.5,0.2,3.4,8.0,26.0,2550.0,27.0,50.0,3.0
2028,8,BCE,Pesimista,0.5,0.2,3.4,8.0,26.0,2550.0,27.0,50.0,3.0
2028,9,BCE,Pesimista,0.5,0.2,3.4,8.0,26.0,2550.0,27.0,50.0,3.0
2028,10,BCE,Pesimista,0.5,0.2,3.4,8.0,26.0,2550.0,27.0,50.0,3.0
2028,11,BCE,Pesimista,0.5,0.2,3.4,8.0,26.0,2550.0,27.0,50.0,3.0
2028,12,BCE,Pesimista,0.5,0.2,3.4,8.0,26.0,2550.0,27.0,50.0,3.0
2029,1,BCE,Pesimista,0.8,0.5,3.0,7.8,23.0,2650.0,28.0,45.0,2.7
2029,2,BCE,Pesimista,0.8,0.5,3.0,7.8,23.0,2650.0,28.0,45.0,2.7
2029,3,BCE,Pesimista,0.8,0.5,3.0,7.8,23.0,2650.0,28.0,45.0,2.7
2029,4,BCE,Pesimista,0.8,0.5,3.0,7.8,23.0,2650.0,28.0,45.0,2.7
2029,5,BCE,Pesimista,0.8,0.5,3.0,7.8,23.0,2650.0,28.0,45.0,2.7
2029,6,BCE,Pesimista,0.8,0.5,3.0,7.8,23.0,2650.0,28.0,45.0,2.7
2029,7,BCE,Pesimista,0.8,0.5,3.0,7.8,23.0,2650.0,28.0,45.0,2.7
2029,8,BCE,Pesimista,0.8,0.5,3.0,7.8,23.0,2650.0,28.0,45.0,2.7
2029,9,BCE,Pesimista,0.8,0.5,3.0,7.8,23.0,2650.0,28.0,45.0,2.7
2029,10,BCE,Pesimista,0.8,0.5,3.0,7.8,23.0,2650.0,28.0,45.0,2.7
2029,11,BCE,Pesimista,0.8,0.5,3.0,7.8,23.0,2650.0,28.0,45.0,2.7
2029,12,BCE,Pesimista,0.8,0.5,3.0,7.8,23.0,2650.0,28.0,45.0,2.7
2030,1,BCE,Pesimista,1.0,0.7,2.6,7.5,21.0,2750.0,29.0,40.0,2.5
2030,2,BCE,Pesimista,1.0,0.7,2.6,7.5,21.0,2750.0,29.0,40.0,2.5
2030,3,BCE,Pesimista,1.0,0.7,2.6,7.5,21.0,2750.0,29.0,40.0,2.5
2030,4,BCE,Pesimista,1.0,0.7,2.6,7.5,21.0,2750.0,29.0,40.0,2.5
2030,5,BCE,Pesimista,1.0,0.7,2.6,7.5,21.0,2750.0,29.0,40.0,2.5
2030,6,BCE,Pesimista,1.0,0.7,2.6,7.5,21.0,2750.0,29.0,40.0,2.5
2030,7,BCE,Pesimista,1.0,0.7,2.6,7.5,21.0,2750.0,29.0,40.0,2.5
2030,8,BCE,Pesimista,1.0,0.7,2.6,7.5,21.0,2750.0,29.0,40.0,2.5
2030,9,BCE,Pesimista,1.0,0.7,2.6,7.5,21.0,2750.0,29.0,40.0,2.5
2030,10,BCE,Pesimista,1.0,0.7,2.6,7.5,21.0,2750.0,29.0,40.0,2.5
2030,11,BCE,Pesimista,1.0,0.7,2.6,7.5,21.0,2750.0,29.0,40.0,2.5
2030,12,BCE,Pesimista,1.0,0.7,2.6,7.5,21.0,2750.0,29.0,40.0,2.5
