Anio,Mes,Banco,Escenario,PIB_growth,PIBpc_growth,Inflacion,Desempleo,VIX,Oro,Plata,Gas,OIS
2027,8,BoE,Base,1.4,1.1,2.4,4.3,15.5,2950.0,33.0,26.0,3.4
2027,9,BoE,Base,1.4,1.1,2.4,4.3,15.5,2950.0,33.0,26.0,3.4
2027,10,BoE,Base,1.4,1.1,2.4,4.3,15.5,2950.0,33.0,26.0,3.4
2027,11,BoE,Base,1.4,1.1,2.4,4.3,15.5,2950.0,33.0,26.0,3.4
2027,12,BoE,Base,1.4,1.1,2.4,4.3,15.5,2950.0,33.0,26.0,3.4
2028,1,BoE,Base,1.6,1.3,2.2,4.2,15.0,3050.0,34.0,25.0,3.2
2028,2,BoE,Base,1.6,1.3,2.2,4.2,15.0,3050.0,34.0,25.0,3.2
2028,3,BoE,Base,1.6,1.3,2.2,4.2,15.0,3050.0,34.0,25.0,3.2
2028,4,BoE,Base,1.6,1.3,2.2,4.2,15.0,3050.0,34.0,25.0,3.2
2028,5,BoE,Base,1.6,1.3,2.2,4.2,15.0,3050.0,34.0,25.0,3.2
2028,6,BoE,Base,1.6,1.3,2.2,4.2,15.0,3050.0,34.0,25.0,3.2
2028,7,BoE,Base,1.6,1.3,2.2,4.2,15.0,3050.0,34.0,25.0,3.2
2028,8,BoE,Base,1.6,1.3,2.2,4.2,15.0,3050.0,34.0,25.0,3.2
2028,9,BoE,Base,1.6,1.3,2.2,4.2,15.0,3050.0,34.0,25.0,3.2
2028,10,BoE,Base,1.6,1.3,2.2,4.2,15.0,3050.0,34.0,25.0,3.2
2028,11,BoE,Base,1.6,1.3,2.2,4.2,15.0,3050.0,34.0,25.0,3.2
2028,12,BoE,Base,1.6,1.3,2.2,4.2,15.0,3050.0,34.0,25.0,3.2
2029,1,BoE,Base,1.7,1.4,2.1,4.1,15.0,3100.0,35.0,24.0,3.1
2029,2,BoE,Base,1.7,1.4,2.1,4.1,15.0,3100.0,35.0,24.0,3.1
2029,3,BoE,Base,1.7,1.4,2.1,4.1,15.0,3100.0,35.0,24.0,3.1
2029,4,BoE,Base,1.7,1.4,2.1,4.1,15.0,3100.0,35.0,24.0,3.1
2029,5,BoE,Base,1.7,1.4,2.1,4.1,15.0,3100.0,35.0,24.0,3.1
2029,6,BoE,Base,1.7,1.4,2.1,4.1,15.0,3100.0,35.0,24.0,3.1
2029,7,BoE,Base,1.7,1.4,2.1,4.1,15.0,3100.0,35.0,24.0,3.1
2029,8,BoE,Base,1.7,1.4,2.1,4.1,15.0,3100.0,35.0,24.0,3.1
2029,9,BoE,Base,1.7,1.4,2.1,4.1,15.0,3100.0,35.0,24.0,3.1
2029,10,BoE,Base,1.7,1.4,2.1,4.1,15.0,3100.0,35.0,24.0,3.1
2029,11,BoE,Base,1.7,1.4,2.1,4.1,15.0,3100.0,35.0,24.0,3.1
2029,12,BoE,Base,1.7,1.4,2.1,4.1,15.0,3100.0,35.0,24.0,3.1
2030,1,BoE,Base,1.8,1.5,2.0,4.0,15.0,3150.0,36.0,24.0,3.0
2030,2,BoE,Base,1.8,1.5,2.0,4.0,15.0,3150.0,36.0,24.0,3.0
2030,3,BoE,Base,1.8,1.5,2.0,4.0,15.0,3150.0,36.0,24.0,3.0
2030,4,BoE,Base,1.8,1.5,2.0,4.0,15.0,3150.0,36.0,24.0,3.0
2030,5,BoE,Base,1.8,1.5,2.0,4.0,15.0,3150.0,36.0,24.0,3.0
2030,6,BoE,Base,1.8,1.5,2.0,4.0,15.0,3150.0,36.0,24.0,3.0
2030,7,BoE,Base,1.8,1.5,2.0,4.0,15.0,3150.0,36.0,24.0,3.0
2030,8,BoE,Base,1.8,1.5,2.0,4.0,15.0,3150.0,36.0,24.0,3.0
2030,9,BoE,Base,1.8,1.5,2.0,4.0,15.0,3150.0,36.0,24.0,3.0
2030,10,BoE,Base,1.8,1.5,2.0,4.0,15.0,3150.0,36.0,24.0,3.0
2030,11,BoE,Base,1.8,1.5,2.0,4.0,15.0,3150.0,36.0,24.0,3.0
2030,12,BoE,Base,1.8,1.5,2.0,4.0,15.0,3150.0,36.0,24.0,3.0
